budget,original_language,revenue,runtime,vote_average,vote_count
75000000.0,en,215663859.0,124.0,5.9,283.0
75000000.0,en,119000410.0,102.0,6.5,338.0
75000000.0,en,367275019.0,90.0,5.8,1557.0
70000000.0,en,154937680.0,134.0,6.6,284.0
53000000.0,en,95226116.0,118.0,5.4,292.0
70000000.0,en,130358911.0,164.0,6.9,696.0
70000000.0,en,85632458.0,121.0,6.4,573.0
75000000.0,en,98159963.0,100.0,5.7,772.0
75000000.0,en,108145109.0,116.0,7.1,2265.0
80000000.0,en,55041367.0,130.0,5.8,369.0
75000000.0,en,140175006.0,91.0,6.3,874.0
75000000.0,en,67631903.0,123.0,6.2,302.0
55000000.0,en,127600435.0,134.0,5.9,311.0
75000000.0,en,0.0,148.0,6.4,197.0
75000000.0,en,226904017.0,110.0,5.7,880.0
52000000.0,en,77944725.0,113.0,6.2,512.0
75000000.0,en,36754634.0,94.0,6.3,313.0
75000000.0,en,51142659.0,116.0,5.0,166.0
75000000.0,en,14567883.0,99.0,6.1,221.0
0.0,en,5802422.0,84.0,5.8,282.0
75000000.0,en,5409517.0,93.0,4.3,78.0
45000000.0,en,21009180.0,113.0,5.7,276.0
75000000.0,en,248118121.0,106.0,6.9,1946.0
74000000.0,en,1156730962.0,91.0,6.4,4571.0
82000000.0,en,89792502.0,110.0,5.9,1623.0
73000000.0,en,103891409.0,98.0,5.8,327.0
75000000.0,en,13100000.0,134.0,5.8,476.0
73000000.0,en,349779543.0,97.0,5.9,1022.0
70000000.0,en,111231041.0,112.0,5.4,444.0
75000000.0,en,61458982.0,146.0,5.7,390.0
70000000.0,en,86658558.0,110.0,6.5,513.0
72500000.0,en,162966177.0,116.0,6.2,491.0
70000000.0,en,176104344.0,87.0,4.9,410.0
72000000.0,en,210000000.0,177.0,7.7,3336.0
72000000.0,en,96889998.0,125.0,6.6,765.0
75000000.0,en,527068851.0,87.0,6.9,2264.0
72000000.0,en,37317558.0,152.0,6.6,188.0
94000000.0,en,54744738.0,116.0,4.5,179.0
74500000.0,en,62172050.0,109.0,6.9,180.0
60000000.0,en,256697520.0,108.0,6.2,1071.0
71000000.0,en,294456605.0,85.0,5.4,686.0
72000000.0,en,408247917.0,106.0,6.4,1599.0
150000000.0,en,919838758.0,93.0,6.7,2988.0
120000000.0,en,461983149.0,117.0,6.6,3877.0
70000000.0,en,309457509.0,116.0,5.7,455.0
70000000.0,en,277448382.0,124.0,5.8,1424.0
74000000.0,en,311594032.0,93.0,5.8,719.0
80000000.0,en,309492681.0,117.0,6.4,470.0
70000000.0,en,319131050.0,153.0,7.9,6430.0
70000000.0,en,300854823.0,144.0,6.6,1532.0
70000000.0,en,240031094.0,124.0,6.6,1896.0
80000000.0,en,116643346.0,117.0,5.8,770.0
68000000.0,en,203388341.0,136.0,6.5,1078.0
75000000.0,en,42285169.0,110.0,5.3,409.0
70000000.0,en,171183863.0,101.0,5.5,1217.0
75000000.0,en,443140005.0,88.0,5.4,666.0
75000000.0,en,114660784.0,138.0,6.7,521.0
70000000.0,en,161025640.0,120.0,6.2,2981.0
70000000.0,en,118000000.0,103.0,6.3,391.0
70000000.0,en,202466756.0,116.0,5.5,1448.0
70000000.0,en,122919055.0,125.0,7.6,1994.0
0.0,en,0.0,125.0,6.0,216.0
66000000.0,en,177584879.0,146.0,7.0,992.0
70000000.0,en,154984035.0,118.0,5.8,1523.0
70000000.0,en,90000098.0,139.0,7.1,808.0
70000000.0,en,134748021.0,133.0,5.8,493.0
70000000.0,en,215529201.0,92.0,6.2,2389.0
70000000.0,en,116672912.0,116.0,6.0,352.0
70000000.0,en,135560026.0,127.0,7.1,1184.0
70000000.0,en,131457682.0,136.0,7.0,630.0
70000000.0,en,67112664.0,111.0,5.2,304.0
70000000.0,en,65977295.0,116.0,5.4,228.0
60000000.0,en,55987321.0,105.0,5.0,609.0
70000000.0,en,33561137.0,97.0,5.2,269.0
70000000.0,en,160112671.0,88.0,6.1,1862.0
75000000.0,en,59418613.0,123.0,6.0,385.0
70000000.0,en,32287044.0,125.0,5.9,241.0
66000000.0,en,57777106.0,116.0,6.1,695.0
0.0,en,0.0,98.0,3.4,106.0
70000000.0,en,19924033.0,91.0,4.3,97.0
70000000.0,en,19870567.0,97.0,5.5,179.0
75000000.0,en,13596911.0,95.0,5.9,228.0
70000000.0,en,18662027.0,88.0,5.9,43.0
70000000.0,en,17752940.0,133.0,5.1,826.0
70000000.0,en,57958696.0,107.0,5.7,439.0
70000000.0,en,38629478.0,114.0,4.6,180.0
50000000.0,en,122915111.0,115.0,6.7,1659.0
70000000.0,en,61279452.0,99.0,4.4,533.0
68000000.0,en,193000000.0,124.0,5.9,437.0
68000000.0,en,698491347.0,124.0,5.8,2301.0
68000000.0,en,71069884.0,124.0,6.7,423.0
69000000.0,en,543513985.0,95.0,7.1,6478.0
60000000.0,en,35431113.0,103.0,5.4,222.0
68000000.0,en,217022588.0,115.0,6.2,2463.0
70000000.0,en,39041505.0,127.0,6.9,395.0
68000000.0,en,29762011.0,121.0,5.7,250.0
36000000.0,en,83160734.0,105.0,5.4,611.0
90000000.0,en,60289912.0,157.0,7.3,481.0
80000000.0,en,52099090.0,114.0,6.3,588.0
70000000.0,en,113280098.0,128.0,6.5,895.0
69000000.0,en,86387857.0,114.0,5.5,531.0
69000000.0,en,112265139.0,94.0,5.5,1269.0
66000000.0,en,212404396.0,112.0,6.0,602.0
66000000.0,en,189198313.0,121.0,6.6,488.0
67000000.0,en,25303038.0,102.0,5.0,207.0
70000000.0,en,481840909.0,169.0,7.9,5048.0
66000000.0,en,203277636.0,130.0,6.1,1520.0
70000000.0,en,374111707.0,127.0,6.1,992.0
59000000.0,en,383257136.0,81.0,7.1,3857.0
68000000.0,en,75715436.0,136.0,5.3,567.0
65000000.0,en,275293450.0,149.0,6.7,1429.0
63000000.0,en,463517383.0,136.0,7.9,8907.0
52000000.0,en,355237933.0,140.0,7.3,1599.0
65000000.0,en,172855065.0,104.0,5.5,297.0
61000000.0,en,441809770.0,157.0,7.1,1884.0
65000000.0,en,250821495.0,119.0,6.3,838.0
65000000.0,en,128107642.0,98.0,6.5,1062.0
95000000.0,en,250288523.0,136.0,6.3,1183.0
65000000.0,en,211780824.0,95.0,6.2,1685.0
65000000.0,en,163442937.0,137.0,7.3,1400.0
65000000.0,en,128884132.0,130.0,6.3,403.0
70000000.0,en,255000211.0,112.0,6.1,588.0
50000000.0,en,150270147.0,108.0,5.7,453.0
65000000.0,en,69700000.0,104.0,6.0,238.0
63000000.0,en,162945894.0,128.0,5.9,447.0
65000000.0,en,0.0,117.0,6.5,393.0
65000000.0,en,179379533.0,83.0,5.9,1743.0
65000000.0,en,162091208.0,159.0,7.1,1234.0
65000000.0,en,133821816.0,119.0,6.0,466.0
50100000.0,en,153962963.0,105.0,6.7,2542.0
65000000.0,en,156974557.0,103.0,5.9,1389.0
65000000.0,en,128905366.0,123.0,5.7,1252.0
4200000.0,en,38376497.0,114.0,6.4,215.0
65000000.0,en,0.0,143.0,6.1,94.0
65000000.0,en,240159255.0,95.0,5.6,1600.0
45000000.0,en,73762516.0,105.0,6.0,1175.0
65000000.0,en,89456761.0,120.0,6.5,314.0
65000000.0,en,0.0,135.0,6.0,208.0
65000000.0,en,64321501.0,101.0,6.1,779.0
63000000.0,en,100853753.0,139.0,8.3,9413.0
65000000.0,en,43545364.0,124.0,6.7,186.0
65000000.0,en,17218080.0,100.0,5.4,269.0
65000000.0,en,0.0,105.0,4.9,52.0
65000000.0,en,71154592.0,92.0,5.0,687.0
50000000.0,en,42093706.0,130.0,6.7,274.0
43000000.0,en,56681566.0,97.0,4.8,575.0
65000000.0,en,39407616.0,102.0,6.3,1286.0
64000000.0,en,74608570.0,133.0,5.3,63.0
55000000.0,en,203427584.0,121.0,6.7,1772.0
50000000.0,en,132180323.0,147.0,7.1,1165.0
63000000.0,en,296655431.0,94.0,5.9,979.0
65000000.0,en,44091067.0,94.0,6.1,409.0
63000000.0,en,920100000.0,127.0,7.6,4856.0
63000000.0,en,25052000.0,191.0,6.5,202.0
62000000.0,en,215887717.0,141.0,6.4,386.0
65000000.0,zh,121545703.0,127.0,5.9,145.0
64000000.0,en,101595121.0,98.0,5.3,261.0
62000000.0,en,127666415.0,116.0,6.1,340.0
62000000.0,en,107879496.0,106.0,6.5,195.0
62000000.0,en,41819064.0,87.0,4.3,242.0
62000000.0,en,18720175.0,125.0,5.8,178.0
44000000.0,en,155760117.0,167.0,7.6,4274.0
53000000.0,en,0.0,93.0,5.9,569.0
63000000.0,en,183953723.0,95.0,5.5,331.0
65000000.0,en,422610419.0,117.0,7.0,4997.0
80000000.0,en,516642939.0,115.0,6.1,1373.0
60000000.0,en,244082376.0,115.0,6.9,1343.0
60000000.0,en,284600000.0,189.0,8.2,4048.0
0.0,en,253625427.0,100.0,5.6,648.0
150000000.0,en,314432665.0,81.0,5.6,944.0
61000000.0,en,369330363.0,145.0,7.9,5862.0
60000000.0,en,214034224.0,119.0,7.3,3583.0
58000000.0,en,352194034.0,130.0,6.6,1174.0
60000000.0,en,149705852.0,116.0,6.1,205.0
60000000.0,en,264118201.0,103.0,7.8,4537.0
70000000.0,en,218613188.0,99.0,6.8,817.0
60000000.0,en,164433867.0,92.0,5.6,506.0
61000000.0,en,131940411.0,109.0,6.6,1589.0
60000000.0,en,93375151.0,87.0,5.0,352.0
60000000.0,en,176070171.0,110.0,6.6,1919.0
60000000.0,en,93354918.0,101.0,5.9,487.0
60000000.0,en,171757863.0,83.0,6.0,1272.0
70000000.0,en,171844840.0,113.0,5.3,588.0
60000000.0,en,157920733.0,107.0,5.9,353.0
60000000.0,en,129181830.0,94.0,5.7,526.0
61000000.0,en,311256926.0,132.0,6.4,3040.0
60000000.0,en,204594016.0,133.0,5.8,636.0
60000000.0,en,0.0,125.0,6.5,521.0
58000000.0,en,71664962.0,111.0,6.6,2808.0
55000000.0,en,100230832.0,163.0,6.8,422.0
60000000.0,en,186883563.0,170.0,6.7,292.0
65000000.0,en,217764291.0,120.0,7.0,1451.0
60000000.0,en,165333180.0,92.0,5.3,779.0
60000000.0,en,74541707.0,115.0,6.2,207.0
60000000.0,en,218340595.0,130.0,6.3,2998.0
60000000.0,en,73648228.0,105.0,5.6,604.0
60000000.0,en,0.0,111.0,6.7,247.0
60000000.0,en,137551594.0,106.0,6.2,1325.0
0.0,en,0.0,89.0,4.3,203.0
60000000.0,en,124596398.0,100.0,7.3,1386.0
60000000.0,en,163403799.0,91.0,4.9,950.0
70000000.0,en,130293714.0,146.0,7.3,1553.0
50000000.0,en,61112916.0,98.0,4.5,137.0
60000000.0,en,170268750.0,101.0,5.6,644.0
60000000.0,en,129832389.0,89.0,5.5,575.0
66000000.0,en,99318987.0,122.0,6.5,2225.0
70000000.0,en,56702901.0,115.0,6.1,109.0
60000000.0,en,107139399.0,90.0,6.7,789.0
60000000.0,en,159330280.0,124.0,6.1,527.0
60000000.0,en,96269812.0,119.0,5.9,581.0
60000000.0,en,0.0,119.0,5.9,50.0
60000000.0,en,50877145.0,93.0,5.8,258.0
0.0,en,0.0,98.0,5.3,483.0
60000000.0,en,104324083.0,100.0,5.6,210.0
60000000.0,en,50549107.0,105.0,5.9,1173.0
60000000.0,en,101134059.0,124.0,6.4,1581.0
60000000.0,en,205754447.0,99.0,5.8,1621.0
70000000.0,en,162000000.0,109.0,5.9,1365.0
61000000.0,en,95696996.0,124.0,6.9,1462.0
60000000.0,en,108255770.0,97.0,6.6,668.0
75000000.0,en,46683377.0,104.0,6.3,338.0
60000000.0,en,469160692.0,100.0,7.5,3070.0
0.0,en,0.0,115.0,5.3,425.0
60000000.0,en,43061982.0,101.0,6.0,669.0
60000000.0,en,105200903.0,113.0,6.2,1778.0
60000000.0,en,62357900.0,97.0,4.6,524.0
60000000.0,en,122233971.0,134.0,7.0,1125.0
60000000.0,en,87784194.0,127.0,6.7,484.0
78146652.0,en,60000000.0,125.0,5.7,201.0
65000000.0,en,36850101.0,94.0,5.1,80.0
60000000.0,en,77920346.0,108.0,5.8,225.0
70000000.0,en,104945765.0,91.0,5.6,556.0
60000000.0,en,67312826.0,117.0,6.1,479.0
60000000.0,en,119940815.0,100.0,5.8,391.0
0.0,en,0.0,111.0,6.6,366.0
80000000.0,en,74901339.0,117.0,6.2,487.0
60000000.0,en,33956608.0,110.0,5.8,130.0
60000000.0,en,55003135.0,96.0,5.7,380.0
60000000.0,en,73174566.0,101.0,5.9,375.0
60000000.0,en,0.0,111.0,6.0,368.0
60000000.0,en,31720158.0,109.0,6.6,234.0
80000000.0,en,39459427.0,126.0,6.3,251.0
60000000.0,en,47383689.0,122.0,7.4,797.0
0.0,en,141702264.0,78.0,5.1,464.0
60000000.0,en,71073932.0,101.0,4.7,549.0
60000000.0,en,78309131.0,87.0,5.4,692.0
60000000.0,en,26288320.0,86.0,6.6,372.0
60000000.0,en,26673242.0,96.0,6.5,742.0
60000000.0,en,52322400.0,104.0,6.1,204.0
50000000.0,en,49111202.0,121.0,5.7,287.0
60000000.0,en,17800000.0,140.0,6.3,271.0
72000000.0,en,27642707.0,131.0,7.0,285.0
90000000.0,en,14828081.0,91.0,4.9,109.0
60000000.0,en,30800231.0,118.0,6.0,487.0
60000000.0,en,90565421.0,130.0,6.2,1602.0
60000000.0,en,50650079.0,90.0,5.0,371.0
30000000.0,en,25473093.0,105.0,5.3,274.0
80000000.0,en,0.0,122.0,5.7,166.0
60000000.0,en,57490374.0,106.0,6.0,592.0
60000000.0,en,39031337.0,103.0,4.7,320.0
60000000.0,en,30418560.0,106.0,5.4,1055.0
60000000.0,en,0.0,127.0,4.1,224.0
35000000.0,en,0.0,127.0,6.7,110.0
68490000.0,zh,193677158.0,120.0,6.0,24.0
80000000.0,en,10166502.0,132.0,6.8,91.0
58000000.0,en,783112979.0,108.0,7.4,10995.0
60000000.0,en,0.0,114.0,4.9,111.0
58800000.0,en,542307423.0,133.0,7.4,4469.0
58000000.0,en,158162788.0,103.0,6.2,995.0
58000000.0,en,102854431.0,95.0,6.5,579.0
83000000.0,en,59468275.0,90.0,4.4,134.0
63000000.0,en,189015611.0,102.0,5.7,690.0
58000000.0,en,41299492.0,114.0,5.7,130.0
60000000.0,en,0.0,119.0,4.9,388.0
58000000.0,en,85280250.0,103.0,5.1,276.0
58000000.0,en,44000000.0,119.0,6.1,1658.0
60000000.0,en,300228084.0,97.0,5.8,1363.0
58000000.0,en,50365377.0,125.0,5.9,178.0
57000000.0,en,152944660.0,144.0,7.2,1374.0
70000000.0,en,58058367.0,116.0,5.5,453.0
57000000.0,en,115267375.0,103.0,6.4,535.0
60000000.0,en,61347797.0,97.0,6.0,226.0
57000000.0,en,149217355.0,95.0,4.7,1135.0
57000000.0,en,62112895.0,131.0,5.5,145.0
56000000.0,en,113006880.0,95.0,5.8,842.0
56000000.0,en,57223890.0,86.0,6.0,381.0
55000000.0,en,677945399.0,142.0,8.2,7927.0
60000000.0,en,361366633.0,92.0,5.5,1177.0
55000000.0,en,330444045.0,108.0,6.6,1698.0
55000000.0,en,346079773.0,81.0,6.7,1457.0
55000000.0,en,300218018.0,143.0,6.9,1022.0
54000000.0,en,128769345.0,95.0,5.4,702.0
70000000.0,en,368100420.0,118.0,6.4,1665.0
55000000.0,en,0.0,92.0,5.4,496.0
55000000.0,en,231449203.0,103.0,6.0,1129.0
55000000.0,en,95000000.0,134.0,7.6,2454.0
55000000.0,en,152263880.0,97.0,5.9,1122.0
50000000.0,en,287928194.0,100.0,6.0,1019.0
55000000.0,en,192330738.0,132.0,7.1,2954.0
55000000.0,en,154906693.0,105.0,5.6,485.0
53000000.0,en,157387195.0,116.0,7.0,498.0
55000000.0,en,307077295.0,117.0,7.7,2525.0
55000000.0,en,223387299.0,98.0,6.1,772.0
55000000.0,en,214015089.0,123.0,5.9,210.0
55000000.0,en,198685114.0,114.0,6.4,529.0
30000000.0,en,180949000.0,111.0,7.7,4949.0
55000000.0,en,0.0,97.0,6.0,254.0
30000000.0,en,152159461.0,136.0,7.6,3948.0
55000000.0,en,63408614.0,104.0,6.1,458.0
55000000.0,en,149022650.0,104.0,6.3,636.0
55000000.0,en,56932305.0,110.0,6.2,735.0
55000000.0,en,121969216.0,133.0,5.8,256.0
55000000.0,en,187361754.0,94.0,5.7,751.0
55000000.0,en,127906624.0,104.0,6.3,461.0
55000000.0,en,110000000.0,91.0,5.7,254.0
50000000.0,en,159773545.0,114.0,6.2,1633.0
55000000.0,en,141047179.0,134.0,5.9,120.0
55000000.0,en,41610884.0,122.0,6.7,658.0
50000000.0,en,75000000.0,109.0,6.4,236.0
55000000.0,en,259207227.0,95.0,7.0,883.0
68000000.0,en,68267862.0,98.0,5.3,881.0
55000000.0,en,34234008.0,94.0,6.0,189.0
80000000.0,en,0.0,126.0,6.2,146.0
55000000.0,en,33828318.0,118.0,5.1,188.0
0.0,en,33472850.0,91.0,5.4,251.0
60000000.0,en,118338361.0,88.0,6.4,374.0
55000000.0,en,113020255.0,141.0,7.3,1131.0
50000000.0,en,60209334.0,107.0,5.3,284.0
55000000.0,en,18626419.0,116.0,5.7,194.0
70000000.0,en,154648887.0,143.0,7.0,438.0
55000000.0,en,74237563.0,114.0,6.6,303.0
62000000.0,en,52304001.0,93.0,5.4,703.0
56000000.0,en,12923936.0,214.0,6.1,48.0
55000000.0,en,11466088.0,100.0,5.2,62.0
55000000.0,en,0.0,107.0,5.7,134.0
50000000.0,en,80383290.0,112.0,6.2,316.0
57000000.0,en,28283637.0,95.0,4.2,91.0
55000000.0,en,89519773.0,119.0,6.9,573.0
47000000.0,fr,0.0,133.0,7.1,346.0
2000000.0,en,9250000.0,153.0,7.3,395.0
55000000.0,en,6416302.0,96.0,5.3,123.0
54000000.0,en,155010032.0,117.0,6.2,1528.0
55000000.0,en,168167691.0,123.0,7.5,2039.0
55000000.0,en,9489829.0,92.0,5.2,481.0
54000000.0,en,136766062.0,162.0,7.1,1546.0
57000000.0,en,52034889.0,123.0,6.1,327.0
54000000.0,en,130431368.0,108.0,5.4,407.0
54000000.0,en,190458706.0,127.0,6.5,629.0
54000000.0,en,7266209.0,121.0,3.5,104.0
55000000.0,en,9450897.0,125.0,5.7,95.0
46000000.0,en,107196498.0,99.0,5.5,308.0
53000000.0,en,139804348.0,94.0,7.4,1432.0
52500000.0,en,179213434.0,127.0,7.4,1300.0
75000000.0,en,54249294.0,89.0,5.4,113.0
53000000.0,en,98837872.0,122.0,6.3,1242.0
90000000.0,en,65900249.0,132.0,6.7,526.0
53000000.0,en,126690726.0,109.0,7.2,1486.0
67000000.0,en,25037897.0,191.0,6.8,459.0
0.0,en,0.0,172.0,5.9,26.0
0.0,en,5761917.0,124.0,5.4,81.0
52000000.0,en,352114312.0,141.0,7.7,3795.0
40000000.0,en,132820716.0,157.0,6.7,1702.0
52000000.0,en,204999686.0,106.0,5.6,832.0
52000000.0,en,609841637.0,108.0,6.4,1386.0
52000000.0,en,216485654.0,125.0,5.7,1013.0
50000000.0,en,110803676.0,104.0,5.1,316.0
52000000.0,en,98126565.0,170.0,7.2,771.0
52000000.0,en,75450437.0,112.0,5.9,736.0
82000000.0,en,47434430.0,118.0,6.9,435.0
52000000.0,en,116112375.0,178.0,7.8,1307.0
52000000.0,en,52826594.0,92.0,6.1,675.0
52000000.0,en,0.0,104.0,5.1,278.0
51000000.0,en,149270999.0,116.0,6.1,927.0
51000000.0,en,72779000.0,90.0,5.3,225.0
0.0,en,47231070.0,93.0,5.1,109.0
50000000.0,en,709827462.0,130.0,5.6,2436.0
60000000.0,en,484409218.0,90.0,7.3,4056.0
50200000.0,en,127869379.0,106.0,6.5,1652.0
48000000.0,en,390493908.0,143.0,6.6,909.0
50000000.0,en,273552592.0,139.0,6.7,913.0
50000000.0,en,549368315.0,106.0,6.3,4697.0
50000000.0,en,314178011.0,139.0,7.2,915.0
50000000.0,en,202292902.0,115.0,7.0,832.0
50000000.0,en,173649015.0,119.0,6.0,923.0
50000000.0,en,171269535.0,96.0,5.6,644.0
50000000.0,en,260095987.0,112.0,6.6,2435.0
52000000.0,en,256271286.0,131.0,7.1,716.0
50000000.0,en,177371441.0,116.0,6.3,850.0
50000000.0,en,188441614.0,112.0,7.0,3319.0
60000000.0,en,223664608.0,123.0,7.2,1516.0
70000000.0,en,225990978.0,104.0,6.4,1813.0
50000000.0,en,216972543.0,107.0,6.2,1650.0
0.0,en,0.0,124.0,6.9,277.0
50000000.0,en,242786137.0,96.0,5.8,854.0
50000000.0,en,212902372.0,125.0,5.6,1652.0
45000000.0,en,184376254.0,129.0,7.3,1630.0
90000000.0,en,161626121.0,100.0,6.7,548.0
50000000.0,en,152022101.0,109.0,5.0,213.0
50000000.0,en,120081841.0,124.0,6.5,909.0
50000000.0,en,155446362.0,121.0,5.9,1486.0
50000000.0,en,88715192.0,97.0,5.5,399.0
50000000.0,en,161451538.0,110.0,5.4,632.0
50000000.0,en,142851197.0,118.0,7.0,2443.0
50000000.0,en,200804534.0,80.0,5.2,820.0
60000000.0,en,0.0,99.0,5.2,193.0
50000000.0,en,110206216.0,133.0,7.0,1381.0
50000000.0,en,189859560.0,127.0,6.3,513.0
50000000.0,en,222809600.0,106.0,6.8,2268.0
50000000.0,en,106303988.0,98.0,5.5,509.0
54000000.0,en,132511035.0,132.0,7.7,4442.0
50000000.0,en,88323487.0,115.0,6.0,692.0
50000000.0,en,69834815.0,86.0,6.2,106.0
50000000.0,en,66002004.0,101.0,5.1,542.0
50000000.0,en,100020092.0,113.0,6.0,220.0
50000000.0,en,224803475.0,88.0,5.7,3239.0
50000000.0,en,119137784.0,124.0,6.3,276.0
50000000.0,en,144492830.0,109.0,5.9,1567.0
50000000.0,en,94000000.0,128.0,6.3,451.0
50000000.0,en,69411370.0,144.0,7.0,938.0
50000000.0,en,97437106.0,95.0,7.3,755.0
45000000.0,en,82800000.0,105.0,5.6,267.0
50000000.0,en,50068310.0,121.0,6.4,223.0
50000000.0,en,48169156.0,125.0,6.0,395.0
50000000.0,en,109423648.0,129.0,7.5,1506.0
50000000.0,en,97607453.0,125.0,6.3,1067.0
0.0,en,0.0,118.0,6.1,203.0
50000000.0,en,234989584.0,113.0,6.1,1611.0
50000000.0,en,44547681.0,140.0,6.8,582.0
50000000.0,en,160602194.0,89.0,5.8,817.0
50000000.0,en,119208989.0,104.0,5.5,434.0
50000000.0,en,41482207.0,106.0,6.2,652.0
50000000.0,en,83719388.0,141.0,7.2,1417.0
50000000.0,en,0.0,124.0,5.8,255.0
45000000.0,en,129394835.0,94.0,6.1,1267.0
50000000.0,en,40203020.0,108.0,6.1,750.0
50000000.0,en,55495563.0,105.0,6.1,298.0
50000000.0,en,49000000.0,102.0,4.5,104.0
50000000.0,en,69425966.0,92.0,4.4,269.0
40000000.0,en,144056873.0,119.0,6.3,1233.0
50000000.0,en,49718611.0,119.0,5.9,189.0
40000000.0,en,60462347.0,99.0,6.2,371.0
50000000.0,en,0.0,137.0,6.3,88.0
50000000.0,en,113309743.0,115.0,4.4,205.0
50000000.0,en,83761844.0,87.0,5.0,149.0
50000000.0,en,105197635.0,129.0,5.8,510.0
50000000.0,en,56714147.0,120.0,6.0,268.0
50000000.0,en,30303072.0,132.0,6.0,387.0
50000000.0,en,82169884.0,121.0,6.0,654.0
50000000.0,en,58900031.0,95.0,5.9,75.0
44000000.0,en,63327201.0,125.0,6.0,1817.0
50000000.0,en,42792561.0,98.0,6.2,286.0
50000000.0,en,26199517.0,110.0,6.1,206.0
50000000.0,en,60161391.0,118.0,6.0,368.0
50000000.0,en,42277365.0,97.0,5.6,373.0
70000000.0,en,23159305.0,86.0,7.6,1436.0
50000000.0,en,34808403.0,119.0,7.1,775.0
50000000.0,en,25035950.0,139.0,6.6,428.0
50000000.0,en,38955598.0,130.0,7.3,480.0
40000000.0,en,0.0,100.0,5.4,120.0
50000000.0,en,71561644.0,114.0,6.3,1148.0
51500000.0,en,55112356.0,100.0,7.2,848.0
50000000.0,en,44434439.0,110.0,5.8,458.0
60000000.0,fr,66976317.0,148.0,6.2,367.0
49900000.0,en,26121638.0,102.0,5.2,501.0
50000000.0,en,38502340.0,84.0,5.8,391.0
50000000.0,en,10541523.0,114.0,5.9,81.0
50000000.0,en,16671505.0,99.0,5.8,274.0
50000000.0,en,10382407.0,135.0,5.5,108.0
22000000.0,en,24188922.0,108.0,6.5,235.0
50000000.0,en,22944502.0,127.0,6.0,444.0
50000000.0,en,9851610.0,95.0,5.2,44.0
50000000.0,en,40828540.0,95.0,5.6,760.0
60000000.0,en,60052138.0,124.0,5.6,984.0
55000000.0,en,0.0,109.0,5.9,132.0
50000000.0,en,55969000.0,100.0,4.7,797.0
50000000.0,en,6808550.0,88.0,5.0,76.0
60000000.0,en,0.0,105.0,5.4,37.0
50000000.0,en,28931401.0,105.0,5.3,600.0
50000000.0,en,12764201.0,97.0,3.9,112.0
49000000.0,en,72700000.0,87.0,5.7,437.0
49000000.0,en,20423389.0,104.0,6.2,71.0
50000000.0,en,36348784.0,116.0,7.2,666.0
48000000.0,en,207515725.0,147.0,6.9,562.0
48000000.0,en,474171806.0,127.0,7.6,3152.0
0.0,en,68929150.0,130.0,6.5,639.0
49000000.0,en,104399548.0,120.0,6.6,3062.0
73000000.0,en,151493655.0,118.0,6.5,826.0
48000000.0,en,196397415.0,111.0,6.5,1267.0
0.0,de,0.0,0.0,4.3,13.0
75000000.0,en,108000000.0,114.0,6.6,692.0
50000000.0,en,3324330.0,137.0,6.1,547.0
48000000.0,en,85498534.0,112.0,6.0,518.0
48000000.0,en,50315140.0,120.0,7.1,695.0
0.0,en,0.0,118.0,6.0,418.0
48000000.0,en,90383208.0,93.0,5.6,512.0
58000000.0,en,25928721.0,127.0,6.6,68.0
55000000.0,en,70016220.0,122.0,6.9,1188.0
48000000.0,en,325771424.0,109.0,6.1,2200.0
48000000.0,en,77745568.0,123.0,6.5,333.0
47000000.0,en,102825796.0,96.0,5.7,594.0
0.0,hi,528972.0,101.0,6.6,9.0
47000000.0,en,103738726.0,103.0,5.9,251.0
48000000.0,en,124305181.0,113.0,6.6,339.0
48000000.0,en,35743308.0,132.0,6.5,103.0
15000000.0,en,125212904.0,93.0,7.2,1488.0
0.0,ru,0.0,167.0,7.7,357.0
47000000.0,en,38085778.0,75.0,4.6,104.0
47000000.0,en,12379402.0,104.0,5.7,74.0
38000000.0,en,299288605.0,105.0,6.3,584.0
0.0,en,0.0,102.0,5.5,252.0
46000000.0,en,113714830.0,118.0,6.8,1148.0
46000000.0,en,150000000.0,111.0,7.0,661.0
47000000.0,en,10539000.0,80.0,4.4,420.0
46000000.0,en,100860818.0,117.0,6.2,232.0
45000000.0,en,181000000.0,86.0,6.4,1424.0
25000000.0,en,15436808.0,127.0,6.6,573.0
46000000.0,en,5200000.0,140.0,6.5,2.0
46000000.0,en,341631208.0,91.0,5.0,543.0
45000000.0,en,376141306.0,91.0,6.1,2757.0
48000000.0,en,220673217.0,84.0,5.8,912.0
45000000.0,en,212000000.0,111.0,6.1,961.0
45000000.0,en,101702060.0,93.0,5.8,1309.0
40000000.0,en,95149435.0,113.0,6.0,697.0
45000000.0,en,195268056.0,141.0,6.3,371.0
45000000.0,en,117615211.0,119.0,6.4,278.0
45000000.0,en,175372502.0,97.0,7.0,1111.0
45000000.0,en,178051587.0,117.0,6.3,433.0
43000000.0,en,154749918.0,101.0,5.6,406.0
46000000.0,en,122126687.0,153.0,7.9,3085.0
45000000.0,en,104876233.0,122.0,7.3,1634.0
45000000.0,en,90683916.0,102.0,6.9,710.0
45000000.0,en,141220678.0,83.0,5.4,982.0
45000000.0,en,165184237.0,103.0,6.5,501.0
45000000.0,en,131183530.0,120.0,6.5,1905.0
30000000.0,en,76669806.0,136.0,7.3,496.0
